search URL:,https://patents.google.com/?q=%28Visa%29&assignee=Visa+U.S.A.+Inc.
id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
US-2008179393-A1,Method and system using portable consumer device including payment capability ,Nizam Antoo,Nizam Antoo,2007-01-30,2007-01-30,2008-07-31,,https://patents.google.com/patent/US20080179393A1/en,https://patentimages.storage.googleapis.com/c8/e0/f8/dac98bd7abe8a5/US20080179393A1-20080731-D00000.png
WO-2011163251-A2,Systems and methods to predict and prevent potential attrition of consumer payment account ,Visa U.S.A. Inc.,"Nathan Kona Falkenborg, Guangyu Wang",2010-06-21,2011-06-21,2011-12-29,,https://patents.google.com/patent/WO2011163251A2/en,
US-2010214058-A1,Security access method and system ,Visa U.S.A. Inc.,Brian A. WALKER,2009-02-24,2009-02-24,2010-08-26,,https://patents.google.com/patent/US20100214058A1/en,https://patentimages.storage.googleapis.com/9b/e3/b0/9d794001c1e88d/US20100214058A1-20100826-D00000.png
US-2007299768-A1,System and method for processing bankruptcy claims ,"Melyssa Barrett, Eric Christopher Lundquist","Melyssa Barrett, Eric Christopher Lundquist",2006-06-22,2006-12-20,2007-12-27,,https://patents.google.com/patent/US20070299768A1/en,https://patentimages.storage.googleapis.com/f4/4d/43/a333f75c2841a8/US20070299768A1-20071227-D00000.png
WO-2009120884-A1,System and method of determining the quality of enhanced transaction data ,Visa U.S.A. Inc.,"Traci Engle, Amr Alghussain",2008-03-27,2009-03-26,2009-10-01,,https://patents.google.com/patent/WO2009120884A1/en,
US-2009254603-A1,Access server for certifying and validating data in a processing network ,Alistair Duncan,Alistair Duncan,2008-04-03,2008-04-03,2009-10-08,,https://patents.google.com/patent/US20090254603A1/en,https://patentimages.storage.googleapis.com/c8/58/8c/d8f03426299020/US20090254603A1-20091008-D00000.png
AU-2013206306-A1,Systems and methods for multi-channel offer redemption ,Visa U.S.A. Inc.,"Mark Carlson, George William Coombes, Kirsten E. Garen, Surendra Keshan, John Hamilton Mcilwaine, Patrick Stan, Russell P. Zink",2009-11-24,2013-06-13,2013-07-04,,https://patents.google.com/patent/AU2013206306A1/en,
US-2010153342-A1,Vim next generation - migration ,Alistair Duncan,Alistair Duncan,2008-12-17,2008-12-17,2010-06-17,,https://patents.google.com/patent/US20100153342A1/en,https://patentimages.storage.googleapis.com/73/b6/15/9e81d3093bc897/US20100153342A1-20100617-D00000.png
AU-2010239195-B2,Triggered announcement ,Visa U.S.A. Inc.,"Mark Carlson, May M. Mowzoon",2009-04-22,2010-04-22,2014-02-20,2014-02-20,https://patents.google.com/patent/AU2010239195B2/en,
US-2010242024-A1,User Interface System and Method for Controlling Conversion of a Source Job Control Language File into a Test Job Control Language File ,Gonzales Ii Jesus Orlando,II Jesus Orlando Gonzales,2009-03-17,2009-03-17,2010-09-23,,https://patents.google.com/patent/US20100242024A1/en,https://patentimages.storage.googleapis.com/ce/1c/e8/5fd09c0c91024a/US20100242024A1-20100923-D00000.png
WO-2010135079-A3,Cash redemption of funded portable consumer transaction device without purchase transaction requirements ,Visa U.S.A. Inc.,Nizam Antoo,2009-05-21,2010-05-04,2011-02-03,,https://patents.google.com/patent/WO2010135079A3/en,
WO-2011044054-A2,Sample bearing portable transaction payment device ,Visa U.S.A. Inc.,Stacy Pourfallah,2009-10-05,2010-10-04,2011-04-14,,https://patents.google.com/patent/WO2011044054A2/en,
US-7591417-B1,Tracking inventory of cards having expiration dates ,"Visa U.S.A., Inc.","Virgil M. Mathias, Jr., David R. Baumgartner",2005-12-30,2005-12-30,2009-09-22,2009-09-22,https://patents.google.com/patent/US7591417B1/en,https://patentimages.storage.googleapis.com/63/66/d5/068da33632b1b5/US07591417-20090922-D00000.png
US-8037357-B2,System and method for generating test job control language files ,Visa U.S.A. Inc.,II Jesus Orlando Gonzales,2009-03-24,2009-03-24,2011-10-11,2011-10-11,https://patents.google.com/patent/US8037357B2/en,https://patentimages.storage.googleapis.com/02/f9/6b/77f9417f220b01/US08037357-20111011-D00000.png
AU-2008323996-A1,Financial transaction funds collection and distribution ,Visa U.S.A. Inc,Karen L. Cervenka,2007-11-06,2008-11-06,2009-05-14,,https://patents.google.com/patent/AU2008323996A1/en,
US-D598280-S,Packaging for fraud detection in a portable device ,Visa U.S.A. Inc.,"Chris Britt, Erin Pursell, Carrie Vriheas, Karen Hyun",2007-04-20,2007-05-31,2009-08-18,2009-08-18,https://patents.google.com/patent/USD598280S1/en,https://patentimages.storage.googleapis.com/f0/56/c9/aac4acbb4577dc/USD0598280-20090818-D00000.png
US-2009169008-A1,System and method for tracking testing of software modification projects from a wireless mobile device ,"Gonzales Jesus Orlando Ii, Oliver Arao Arce","Jesus Orlando II Gonzales, Oliver Arao Arce",2007-12-26,2008-04-14,2009-07-02,,https://patents.google.com/patent/US20090169008A1/en,https://patentimages.storage.googleapis.com/22/8f/00/57c6652e69f626/US20090169008A1-20090702-D00000.png
US-D576207-S,Portable data device with external aperture with shield ,Visa U.S.A. Inc.,"Ayman Hammad, Christopher Law, Vlad Guzner, Maorung Lin, David Sohn",2007-04-27,2007-04-27,2008-09-02,2008-09-02,https://patents.google.com/patent/USD576207S1/en,https://patentimages.storage.googleapis.com/4b/74/32/d6724a105b1059/USD0576207-20080902-D00000.png
US-2010251246-A1,System and Method for Generating Job Schedules ,Gonzales Jesus Orlando Ii,Jesus Orlando II Gonzales,2009-03-24,2009-03-24,2010-09-30,,https://patents.google.com/patent/US20100251246A1/en,https://patentimages.storage.googleapis.com/e4/f6/e5/bc70e77c88cafb/US20100251246A1-20100930-D00000.png
US-2008300895-A1,Method and system for handling returned payment card account statements ,Monk Justin T,Justin T. Monk,2007-06-04,2007-06-04,2008-12-04,,https://patents.google.com/patent/US20080300895A1/en,https://patentimages.storage.googleapis.com/a5/51/af/25a44c33d3fab0/US20080300895A1-20081204-D00000.png
US-2007299767-A1,Bankruptcy Evaluation Service And System ,"Melyssa Barrett, Lundquist E Christopher","Melyssa Barrett, E. Christopher Lundquist",2006-06-22,2006-10-31,2007-12-27,,https://patents.google.com/patent/US20070299767A1/en,https://patentimages.storage.googleapis.com/33/c9/40/196fd791895f37/US20070299767A1-20071227-D00000.png
US-2009144198-A1,Money transfer using an automated banking machine ,John Hachey,John Hachey,2007-12-03,2007-12-03,2009-06-04,,https://patents.google.com/patent/US20090144198A1/en,https://patentimages.storage.googleapis.com/87/5d/cd/c4e9f7baf6149e/US20090144198A1-20090604-D00000.png
US-2009292569-A1,Method for sweeping a depository and an automated teller machine incorporating the same ,"Statland Scott R, Penny Jurss","Scott R. Statland, Penny Jurss",2008-05-23,2008-05-23,2009-11-26,,https://patents.google.com/patent/US20090292569A1/en,https://patentimages.storage.googleapis.com/88/ad/1a/9ac8af8cf98849/US20090292569A1-20091126-D00000.png
US-9135614-B2,System and method for managing issuance of financial accounts ,Visa U.S.A. Inc.,"Louis Goodson, David Meaney",2010-01-12,2010-01-12,2015-09-15,2015-09-15,https://patents.google.com/patent/US9135614B2/en,https://patentimages.storage.googleapis.com/36/01/7f/f55147cbcc8e70/US09135614-20150915-D00000.png
WO-2009126630-A1,Customer exclusive data ,Visa U.S.A. Inc.,Brian Maw,2008-04-09,2009-04-07,2009-10-15,,https://patents.google.com/patent/WO2009126630A1/en,
US-2009125564-A1,Method of controlling user access to multiple systems ,"Walsh Robert E, Paul Van Loon","Robert E. Walsh, Paul Van Loon",2007-11-13,2007-11-13,2009-05-14,,https://patents.google.com/patent/US20090125564A1/en,https://patentimages.storage.googleapis.com/83/53/00/ade7c58c82113e/US20090125564A1-20090514-D00000.png
US-7925518-B2,System and method for payment of medical claims ,Visa U.S.A. Inc.,"Ernest Lee, Jack LaBounty, Stephen Barchet",2002-04-19,2003-04-18,2011-04-12,2011-04-12,https://patents.google.com/patent/US7925518B2/en,https://patentimages.storage.googleapis.com/e1/9d/40/29eec930b6012d/US07925518-20110412-D00000.png
US-4578530-A,End-to-end encryption system and method of operation ,"Visa U.S.A., Inc.",Howard M. Zeidler,1981-06-26,1983-12-07,1986-03-25,1986-03-25,https://patents.google.com/patent/US4578530A/en,https://patentimages.storage.googleapis.com/8c/8c/ed/519b81c0811cc0/US4578530-drawings-page-2.png
US-4605820-A,Key management system for on-line communication ,Visa U.S.A. Inc.,"Carl M. Campbell, Jr.",1983-11-10,1983-11-10,1986-08-12,1986-08-12,https://patents.google.com/patent/US4605820A/en,https://patentimages.storage.googleapis.com/b5/76/aa/7a120ed705b187/US4605820-drawings-page-2.png
US-9852437-B2,Opt-in/opt-out in loyalty system ,Visa U.S.A. Inc.,"Paul Spaeth, Bryan Shimko, Philippe Levy, Liz Toibero, Benjamin Garton, Marc Black, Michael Salters, James Mazour",2002-09-13,2003-09-10,2017-12-26,2017-12-26,https://patents.google.com/patent/US9852437B2/en,https://patentimages.storage.googleapis.com/75/7e/5c/48aa7fe6943c6f/US09852437-20171226-D00000.png
US-6920611-B1,Method and system for implementing a loyalty merchant component ,"Visa U.S.A., Inc.","Paul Spaeth, Douglas Jones, Adam Creighton",2002-11-25,2003-03-27,2005-07-19,2005-07-19,https://patents.google.com/patent/US6920611B1/en,https://patentimages.storage.googleapis.com/fd/0a/a8/ed8e03cc3d19a2/US06920611-20050719-D00000.png
US-5677997-A,Method and apparatus for automated conformance and enforcement of behavior in application processing systems ,Talatik; Kirit K.,Kirit K. Talatik,1993-02-11,1995-04-11,1997-10-14,1997-10-14,https://patents.google.com/patent/US5677997A/en,https://patentimages.storage.googleapis.com/0c/f9/b2/5641de90ec2ed4/US5677997-drawings-page-2.png
US-4485300-A,Loss control system ,"Visa U.S.A., Inc.",Roger Peirce,1982-03-18,1982-03-18,1984-11-27,1984-11-27,https://patents.google.com/patent/US4485300A/en,https://patentimages.storage.googleapis.com/91/e8/e8/37b06bd79b57ad/US4485300-drawings-page-2.png
EP-0068805-B1,End-to-end encryption system and method of operation ,VISA U.S.A. Inc.,Howard M. Zeidler,1981-06-26,1982-06-23,1986-10-08,1986-10-08,https://patents.google.com/patent/EP0068805B1/en,https://patentimages.storage.googleapis.com/03/f9/d5/84970810e75cb0/imgf0001.png
US-7039611-B2,Managing attempts to initiate authentication of electronic commerce card transactions ,"Visa U.S.A., Inc.",Sue Devine,2003-11-06,2003-11-06,2006-05-02,2006-05-02,https://patents.google.com/patent/US7039611B2/en,https://patentimages.storage.googleapis.com/f3/9f/ef/733bd59f091b66/US07039611-20060502-D00000.png
US-5915115-A,Control system and method for direct execution of software application information models without code generation ,Talati; Kirit K.,Kirit K. Talati,1993-02-11,1996-11-14,1999-06-22,1999-06-22,https://patents.google.com/patent/US5915115A/en,https://patentimages.storage.googleapis.com/1a/60/7f/1bf00422ddaa1b/US5915115-drawings-page-2.png
US-2003120593-A1,Method and system for delivering multiple services electronically to customers via a centralized portal architecture ,Visa U.S.A.,"Amar Inder Bansal, Armen Beylerian, Vincent Cross, Michael Davies, Eric Lam, Michael Manowski, Timothy Oborne, Paul Orleman, Hector Reyes, Christopher Von See, Nahendran Srinivasan, John Tsang, Ronald Welf, Rebeccah James",2001-08-15,2002-08-15,2003-06-26,,https://patents.google.com/patent/US20030120593A1/en,https://patentimages.storage.googleapis.com/76/08/5d/aae9779cbf3f8b/US20030120593A1-20030626-D00000.png
US-5999942-A,Method and apparatus for enforcement of behavior of application processing systems without modifying application processing systems ,Appage Corporation,Kirit K. Talati,1993-02-11,1997-07-18,1999-12-07,1999-12-07,https://patents.google.com/patent/US5999942A/en,https://patentimages.storage.googleapis.com/df/60/7e/ac4e8616f95bec/US5999942-drawings-page-2.png
US-2004019522-A1,"Multi-application smart card device software solution integrating sales tax, payment and discount rewards ","Visa U.S.A., Inc.","Corinne Bortolin, Ayman Hammad, Chris Nelson, John Otaegui",2002-07-26,2003-02-11,2004-01-29,,https://patents.google.com/patent/US20040019522A1/en,https://patentimages.storage.googleapis.com/8d/65/61/2da1aa6726eb9d/US20040019522A1-20040129-D00000.png
US-2005071226-A1,Method and system for managing dynamic terms and conditions and user interaction ,Visa U.S.A. Inc.,"Loc Nguyen, Bryan Shimko, Ayman Hammad",2003-09-30,2003-09-30,2005-03-31,,https://patents.google.com/patent/US20050071226A1/en,https://patentimages.storage.googleapis.com/95/70/99/5e9e608a40ca9b/US20050071226A1-20050331-D00000.png
US-7840459-B1,Method and apparatus for identity theft prevention ,Visa U.S.A. Inc.,"Scott J Loftesness, Carol C Benson",2003-05-22,2004-05-21,2010-11-23,2010-11-23,https://patents.google.com/patent/US7840459B1/en,https://patentimages.storage.googleapis.com/4d/1d/d9/87dee1963c4549/US07840459-20101123-D00000.png
AU-2015201109-A1,Payment account processing which conveys non-purchase related data exchanges ,Visa U.S.A. Inc.,"Edward W. Fordyce Iii, Barbara Elizabeth Patterson",2008-12-06,2015-03-04,2015-03-26,,https://patents.google.com/patent/AU2015201109A1/en,
AU-2013221942-A1,Merchant performance rating for payments on account ,Visa U.S.A. Inc.,Laima Kardokas,2007-04-12,2013-08-28,2013-09-12,,https://patents.google.com/patent/AU2013221942A1/en,
WO-2004025434-A2,A method and apparatus for providing an instant win program ,"Visa International Service Association, Visa U.S.A. Inc.","Patrick Gauthier, Jean Elizabeth Farnsworth, Diane Salmon",2002-09-13,2003-09-15,2004-03-25,,https://patents.google.com/patent/WO2004025434A2/en,
AU-2013263718-A1,Account activity alert ,Visa U.S.A. Inc.,"Brad Nightengale, Sharon Rowberry, Pat Stan",2009-03-19,2013-11-26,2013-12-19,,https://patents.google.com/patent/AU2013263718A1/en,
WO-2005033851-A3,Method and system for managing concurrent sku-based rewards program ,"Visa Usa Inc, Visa Int Service Ass, Ayman Hammad, Loc Nguyen, Liane Redford, Gary Yamamura","Ayman Hammad, Loc Nguyen, Liane Redford, Gary Yamamura",2003-09-30,2004-09-15,2006-02-23,,https://patents.google.com/patent/WO2005033851A3/en,
AU-2010202038-A1,Serial number and payment data based payment card processing ,Visa U.S.A. Inc.,Simon J. Hurry,2008-05-29,2010-05-19,2011-12-08,,https://patents.google.com/patent/AU2010202038A1/en,
AU-2015201521-A1,System and method for a merchant debit card program including a plurality of issuers ,Visa U.S.A. Inc.,"Edward W. Fordyce, Mary Pat Mcmahon, Jennifer Schulz",2008-09-12,2015-03-24,2015-04-09,,https://patents.google.com/patent/AU2015201521A1/en,
AU-2010202066-A1,Serial number and payment data based payment card processing ,Visa U.S.A. Inc.,Simon J. Hurry,2008-05-29,2010-05-20,2011-12-08,,https://patents.google.com/patent/AU2010202066A1/en,
AU-2015204328-A1,Payment card imaging for mobile payment ,Visa U.S.A. Inc.,Timothy W. Markison,2008-08-23,2015-07-15,2015-08-06,,https://patents.google.com/patent/AU2015204328A1/en,
AU-2012201358-A1,Auto substantiation for over-the-counter transactions ,Visa U.S.A. Inc.,"Loc Nguyen, Stacy Pourfallah, Janet Pruitt",2005-01-04,2012-03-07,2012-03-29,,https://patents.google.com/patent/AU2012201358A1/en,
AU-2012203332-A1,"System, Apparatus and Methods for Providing Discounts Using a Reservation System ",Visa U.S.A. Inc.,"Nicole Granucci, James C. Stretch",2005-06-24,2012-06-06,2012-06-28,,https://patents.google.com/patent/AU2012203332A1/en,
WO-2010027748-A2,Issuer device support of an integrated offer network ,Visa U.S.A. Inc.,Howard Debow,2008-08-24,2009-08-24,2010-03-11,,https://patents.google.com/patent/WO2010027748A2/en,
AU-2016228185-C1,Key delivery system and method ,Visa U.S.A. Inc.,"Patrick Faith, Ayman Hammad",2008-02-08,2016-09-13,2018-08-02,2018-08-02,https://patents.google.com/patent/AU2016228185C1/en,
AU-2012213956-B2,Mobile payment services ,Visa U.S.A. Inc.,Dhamodharan Lakshminarayanan,2007-02-12,2012-08-15,2015-11-26,2015-11-26,https://patents.google.com/patent/AU2012213956B2/en,
AU-2015200719-A1,Key delivery system and method ,Visa U.S.A. Inc.,"Patrick Faith, Ayman Hammad",2008-02-08,2015-02-12,2015-03-05,,https://patents.google.com/patent/AU2015200719A1/en,
AU-2012200342-A1,Systems and methods to provide benefits according to account features ,Visa U.S.A. Inc.,"Shaun Bodington, John Carr, Janet Martin, Mark Norris, Ray Olson, Nicola Stiff, Rosann Woods",2009-07-29,2012-01-20,2012-02-09,,https://patents.google.com/patent/AU2012200342A1/en,
AU-2012201362-B2,Method for encoding messages between two devices for transmission over standard online payment networks ,Visa U.S.A. Inc.,"Loc Nguyen, Stacy Pourfallah, Janet Pruitt",2005-01-04,2012-03-07,2015-05-14,2015-05-14,https://patents.google.com/patent/AU2012201362B2/en,
AU-2011204923-A1,Method and system for determining healthcare eligibility ,Visa U.S.A. Inc.,"Loc Nguyen, Barbara Patterson, Stacy Pourfallah, Janet Pruitt",2005-01-04,2011-07-21,2011-08-11,,https://patents.google.com/patent/AU2011204923A1/en,
AU-2003210816-A1,Method and system for providing multiple services via a point-of-sale portal architecture ,"Visa International Service Association, Visa U.S.A., Inc.","Pete Heisinger, Jean Huang, Eric Redmond",2002-01-30,2003-01-30,2003-09-02,,https://patents.google.com/patent/AU2003210816A1/en,
AU-2015215942-A1,Mobile payer authentication ,Visa U.S.A. Inc.,Timothy Mu-Chu Lee,2008-08-11,2015-08-21,2015-09-10,,https://patents.google.com/patent/AU2015215942A1/en,
AU-2013201830-A1,Distribution of health information for providing health related services ,Visa U.S.A. Inc.,"Mark Carlson, Edward Katzin",2006-06-21,2013-03-22,2013-04-11,,https://patents.google.com/patent/AU2013201830A1/en,
AU-2016201213-A1,Mobile payment services ,Visa U.S.A. Inc.,Dhamodharan Lakshminarayanan,2007-02-12,2016-02-25,2016-03-17,,https://patents.google.com/patent/AU2016201213A1/en,
AU-2010246397-A1,Systems and methods for multi-channel offer redemption ,Visa U.S.A. Inc.,"Mark Carlson, George William Coombes IV, Kirsten E. Garen, Surendra Keshan, John Hamilton Macilwaine, Patrick Stan, Russell P. Zink",2009-11-24,2010-11-24,2011-06-09,,https://patents.google.com/patent/AU2010246397A1/en,
AU-2013206235-A1,Loyalty program parameter collaboration ,Visa U.S.A. Inc.,"Edward W. Fordyce Iii, Karteek Hasmukh Patel, David Chauncey Shepard, Sarah Pankratz Suarez",2006-08-31,2013-06-07,2013-06-27,,https://patents.google.com/patent/AU2013206235A1/en,
AU-2014203659-B2,Account permanence ,Visa U.S.A. Inc.,Barbara Patterson,2007-09-13,2014-07-03,2016-02-04,2016-02-04,https://patents.google.com/patent/AU2014203659B2/en,
EP-0138320-B1,Cryptographic key management system ,VISA U.S.A. Inc.,Carl Merritt Campbell,1983-09-02,1984-08-10,1989-03-15,1989-03-15,https://patents.google.com/patent/EP0138320B1/en,https://patentimages.storage.googleapis.com/ea/ec/78/ae7acb2e5a0837/imgf0001.png
BR-PI0721624-A2,"METHOD, AND COMPUTER-READABLE MEANS ",Visa Usa Inc,"Barbara Patterson, Stacy Pourfallah, Janet Pruitt, Loc Nguyen, Nigel Smith",2007-04-27,2007-11-08,2014-03-18,,https://patents.google.com/patent/BRPI0721624A2/en,
AU-323137-S,Braille financial transaction card ,Visa Usa Inc,,2008-10-07,2008-10-07,2008-12-16,,https://patents.google.com/patent/AU323137S/en,
AU-323138-S,Braille financial transaction card ,Visa Usa Inc,,2008-10-07,2008-10-07,2008-12-16,,https://patents.google.com/patent/AU323138S/en,
AU-2012244296-A1,Real time account update ,Visa U.S.A. Inc.,Laura Digioacchino,2007-05-30,2012-11-02,2012-11-22,,https://patents.google.com/patent/AU2012244296A1/en,
AU-2013213725-A1,Processing transactions of different payment devices of the same issuer account ,Visa U.S.A. Inc.,"Phil Dixon, Khalid El-Awady, Ayman A. Hammad",2007-01-30,2013-08-08,2013-08-29,,https://patents.google.com/patent/AU2013213725A1/en,
AU-2014202706-B2,Powering financial transaction token with onboard power source ,Visa U.S.A. Inc.,"Patrick L. Faith, Ayman A. Hammad",2008-03-20,2014-05-19,2016-05-12,2016-05-12,https://patents.google.com/patent/AU2014202706B2/en,
